id|genre|release year|director|cast
315|['period', 'drama']|1920|['Charles Maigne']|['Lionel Barrymore', 'Doris Rankin']
316|['drama']|1920|['Erich von Stroheim']|['Sam de Grasse', 'Mae Busch']
317|['crime', 'drama']|1920|['Alfred E. Green']|['Jack Pickford', 'Marie Dunn']
318|['horror']|1920|['John S. Robertson']|['John Barrymore']
319|['drama']|1920|['Fred Niblo']|['Enid Bennett', 'Lloyd Hughes']
320|['drama']|1920|['King Vidor']|['Florence Vidor', 'Roscoe Karns']
321|['comedy', 'short']|1920|['Fatty Arbuckle']|["'Fatty' Arbuckle", 'Buster Keaton']
322|['drama']|1920|['John Ford']|['Frank Mayo', 'Elinor Fair']
323|['drama']|1920|['Fred Niblo']|['Enid Bennett', 'Matt Moore', 'William Conklin']
324|['comedy']|1920|['Alfred J. Goulding', 'Hal Roach']|['Harold Lloyd']
325|['drama']|1920|['Fred Niblo']|['Enid Bennett', 'Rowland V. Lee']
326|['comedy']|1920|['Hal Roach']|['Harold Lloyd']
327|['adventure']|1920|['William Desmond Taylor']|['Lewis Sargent', 'Wallace Beery']
328|['drama']|1920|['D.W. Griffith']|['Richard Barthelmess', 'Clarine Seymour']
329|['drama']|1920|['Allan Dwan']|['James Kirkwood', 'Anna Q. Nilsson']
330|['drama']|1920|['King Vidor']|['F. A. Turner', 'Harry Todd']
331|['drama']|1920|['William Desmond Taylor']|['Mary Miles Minter', 'Charles Meredith']
332|['drama']|1920|['Hugh Ford']|['Elsie Ferguson', 'David Powell']
333|['adventure']|1920|['Clarence Brown', 'Maurice Tourneur']|['Wallace Beery']
334|['romance']|1920|['Wesley Ruggles']|['Louise Glaum', 'James Kirkwood', 'Sr.']
335|['drama']|1920|['D.W. Griffith']|['Carol Dempster', 'Richard Barthelmess']
336|['drama']|1920|['Frank Lloyd']|['Pauline Frederick']
337|['comedy', 'drama']|1920|['Clarence G. Badger']|['William Faversham', 'Hedda Hopper']
338|['swashbuckler']|1920|['Fred Niblo']|['Douglas Fairbanks', 'Marguerite De La Motte']
339|['comedy']|1920|['Edward F. Cline', 'Buster Keaton']|['Buster Keaton', 'Virginia Fox']
340|['comedy']|1920|['Fred C. Newmeyer', 'Hal Roach']|['Harold Lloyd', 'Mildred Davis']
341|['comedy']|1920|['Fred C. Newmeyer', 'Hal Roach']|['Harold Lloyd']
342|['comedy', 'drama']|1920|['John Ince']|['Emma Dunn', 'Henry Harmon']
343|['comedy']|1920|['Edward F. Cline', 'Buster Keaton']|['Buster Keaton']
344|['crime']|1920|['Wallace Worsley']|['Charles Clary', 'Lon Chaney']
345|['drama']|1920|['Paul Powell']|['Howard Ralston']
346|['comedy']|1920|['D.W. Griffith']|['Dorothy Gish', 'James Rennie']
347|['romance']|1920|['Chester Withey']|['Doris Keane', 'Basil Sydney']
348|['comedy']|1920|['George Melford']|['Fatty Arbuckle', 'Irving Cummings']
349|['comedy']|1920|['Herbert Blaché']|['Buster Keaton']
350|['comedy', 'short']|1920|['Edward F. Cline', 'Buster Keaton']|['Buster Keaton']
351|['drama']|1920|['Fred Niblo']|['Louise Glaum', 'Irving Cummings']
352|['drama']|1920|['Rex Ingram']|['Alice Lake', 'Robert D. Walker']
353|['comedy']|1920|['Fred Niblo']|['Enid Bennett', 'Geoffrey Webb']
354|['drama']|1920|['Alfred E. Green']|['House Peters', 'Mary Alden']
355|['unknown']|1920|['James P. Hogan']|['Ormer Locklear', 'Louise Lovely']
356|['comedy']|1920|['Victor Schertzinger']|['Mabel Normand', 'Tully Marshall']
357|['drama']|1920|['Cecil B. DeMille']|['Elliott Dexter', 'Gloria Swanson']
358|['drama']|1920|['Allan Dwan']|['Henry B. Walthall', 'Rosemary Theby']
359|['comedy']|1920|['John Francis Dillon']|['Mary Pickford', 'Albert Austin']
360|['adventure']|1920|['Maurice Tourneur']|['Lon Chaney', 'Shirley Mason']
361|['drama']|1920|['Tod Browning']|['Priscilla Dean', 'Wallace Beery']
362|['drama']|1920|['D. W. Griffith']|['Lillian Gish']
363|['comedy']|1920|['Cecil B. DeMille']|['Gloria Swanson', 'Thomas Meighan', 'Bebe Daniels']
364|['drama']|1920|['Oscar Micheaux']|['Evelyn Preer']
365|['drama']|1920|['Fred Niblo']|['Enid Bennett', 'William Conklin']
366|['crime', 'drama']|1921|['Wallace Worsley']|['Lon Chaney', 'Leatrice Joy', 'John Bowers', 'Hardee Kirkland', 'Raymond Hatton']
367|['unknown']|1921|['Robert F. Hill', 'Scott Sidney']|['unknown']
368|['drama']|1921|['Cecil B. DeMille']|['Wallace Reid', 'Gloria Swanson']
369|['unknown']|1921|['Scott Sidney']|['unknown']
370|['comedy']|1921|['Fred C. Newmeyer']|['Harold Lloyd']
371|['western']|1921|['John Ford']|['Buck Jones', 'Barbara Bedford']
372|['melodrama']|1921|['Phillips Smalley', 'Lois Weber']|['Claire Windsor']
373|['comedy']|1921|['Edward F. Cline', 'Buster Keaton']|['Buster Keaton']
374|['comedy']|1921|['Joseph Henabery']|['Fatty Arbuckle', 'Betty Ross Clarke']
375|['unknown']|1921|['Ray C. Smallwood']|['Alla Nazimova', 'Rudolph Valentino', 'Patsy Ruth Miller']
376|['romance', 'drama']|1921|['Rex Ingram']|['Rudolph Valentino', 'Alice Terry']
377|['biography']|1921|['Henry Kolker']|['George Arliss', 'Florence Arliss']
378|['drama']|1921|['George Fitzmaurice']|['Richard Barthelmess', 'Reginald Denny']
379|['drama']|1921|['Cecil B. DeMille']|['Agnes Ayres', 'Clarence Burton']
380|['romance']|1921|['George Fitzmaurice']|['Wallace Reid', 'Elsie Ferguson', 'Montagu Love']
381|['drama']|1921|['Rex Ingram']|['Rudolph Valentino']
382|['comedy']|1921|['Buster Keaton']|['Buster Keaton', 'Joe Roberts']
383|['comedy']|1921|['Edward F. Cline', 'Buster Keaton']|['Buster Keaton']
384|['drama']|1921|['Robert Z. Leonard']|['Jane Thomas', 'Holmes Herbert', 'Hedda Hopper']
385|['comedy', 'short']|1921|['Edward F. Cline', 'Buster Keaton']|['Buster Keaton', 'Bartine Burkett']
386|['comedy']|1921|['Hal Roach']|['Harold Lloyd']
387|['unknown']|1921|['Charles Chaplin']|['Charles Chaplin']
388|['crime', 'drama']|1921|['Kenneth Webb']|['Lionel Barrymore']
389|['comedy', 'drama']|1921|['Charlie Chaplin']|['Charlie Chaplin', 'Jackie Coogan']
390|['comedy', 'drama']|1921|['Jack Pickford']|['Mary Pickford']
391|['drama']|1921|['Marshall Neilan']|['John Barrymore', 'Colleen Moore']
392|['drama']|1921|['Frances Marion']|['Mary Pickford', 'Raymond Bloomer']
393|['drama']|1921|['King Vidor']|['Lloyd Hughes', 'Madge Bellamy']
394|['comedy']|1921|['Jess Robbins']|['Stan Laurel', 'Oliver Hardy']
395|['unknown']|1921|['John S. Robertson']|['Constance Binney', 'Vincent Coleman', 'Blanche Craig']
396|['romantic', 'comedy']|1921|['Victor Fleming']|['Constance Talmadge', 'Effie Shannon', 'Kenneth Harlan']
397|['drama']|1921|['Fred Niblo']|['Lloyd Hughes', 'Betty Ross Clarke']
398|['comedy']|1921|['Fred Newmeyer', 'Sam Taylor']|['Harold Lloyd']
399|['drama']|1921|['Tod Browning']|['Max Davidson', 'Snitz Edwards']
400|['comedy']|1921|['Fred C. Newmeyer', 'Hal Roach']|['Harold Lloyd', 'Mildred Davis']
401|['comedy']|1921|['Theodore Reed']|['Douglas Fairbanks', 'Marguerite De La Motte']
402|['unknown']|1921|['Fenwick L. Holmes']|['Margery Wilson', 'Percy Helton']
403|['melodrama']|1921|['D. W. Griffith']|['Lillian Gish', 'Dorothy Gish']
404|['comedy']|1921|['Edward F. Cline', 'Buster Keaton']|['Buster Keaton', 'Virginia Fox', 'Joe Roberts', 'Edward F. Cline']
405|['unknown']|1921|['unknown']|['Hoot Gibson']
406|['drama']|1921|['Frank Lloyd']|['Pauline Frederick', 'John Bowers']
407|['comedy']|1921|['Fred C. Newmeyer']|['Harold Lloyd']
408|['adventure']|1921|['Rowland V. Lee']|['Hobart Bosworth', 'Bessie Love', 'Emory Johnson']
409|['unknown']|1921|['John S. Robertson']|['Gareth Hughes']
410|['comedy']|1921|['Max Linder']|['Max Linder', 'Alta Allen']
411|['drama', 'adventure']|1921|['George Melford']|['Rudolph Valentino', 'Agnes Ayres']
412|['comedy']|1921|['Edward Dillon']|['Justine Johnstone', 'Riley Hatch', 'and Warner Baxter']
413|['drama']|1921|['Roland West']|['Leslie Austin']
414|['drama']|1921|['King Vidor']|['John Bowers', 'Colleen Moore']
415|['western']|1921|['John Ford']|['Hoot Gibson']
416|['unknown']|1921|['Alfred E. Green']|['Mary Pickford', 'Gertrude Astor']
417|['drama']|1921|['Henry King']|['Richard Barthelmess']
418|['romance']|1921|['Wesley Ruggles']|['Alice Lake', 'Carl Gerard', 'Rudolph Valentino']
419|['unknown']|1921|['Tom Forman']|['Thomas Meighan']
420|['drama']|1921|['Victor Fleming']|['Constance Talmadge', 'Kenneth Harlan']
421|['drama']|1922|['Sam Wood']|['Gloria Swanson', 'Rudolph Valentino']
422|['horror']|1922|['Wallace Worsley']|['Lon Chaney', 'Raymond McKee']
423|['drama']|1922|['Fred Niblo']|['Rudolph Valentino', 'Nita Naldi', 'Lila Lee']
424|['comedy', 'drama']|1922|['William C. deMille']|['Wallace Reid', 'Agnes Ayres']
425|['comedy']|1922|['Buster Keaton']|['Buster Keaton']
426|['comedy']|1922|['Fred C. Newmeyer']|['Harold Lloyd']
427|['drama']|1922|['King Vidor']|['Florence Vidor']
428|['comedy']|1922|['Buster Keaton']|['Buster Keaton']
429|['drama']|1922|['Kenneth Webb']|['Betty Blythe', 'Thurston Hall']
430|['drama']|1922|['Erich von Stroheim']|['Erich von Stroheim']
431|['unknown']|1922|['Buster Keaton']|['Buster Keaton']
432|['comedy']|1922|['Fred C. Newmeyer']|['Harold Lloyd', 'Mildred Davis']
433|['crime', 'comedy']|1922|['William Beaudine']|['Wesley Barry', 'Marie Prevost', 'Jack Mulhall']
434|['western']|1922|['Harry A. Pollard']|['Hoot Gibson']
435|['drama']|1922|['Cecil B. DeMille']|['Leatrice Joy', 'Thomas Meighan']
436|['adventure']|1922|['George Melford']|['Dorothy Dalton', 'Charles Brinley']
437|['unknown']|1922|['Victor Heerman', 'Albert Austin']|['Jackie Coogan']
438|['documentary']|1922|['Robert J. Flaherty']|['Allakariallak', 'Nyla Cunayou']
439|['drama']|1922|['Frank Lloyd']|['Jackie Coogan']
440|['comedy', 'western']|1922|['Edward F. Cline', 'Buster Keaton']|['Buster Keaton']
441|['comedy']|1922|['Charlie Chaplin']|['Charlie Chaplin', 'Phyllis Allen', 'Mack Swain']
442|['drama']|1922|['Robert Z. Leonard']|['Mae Murray', 'Monte Blue', 'Edmund Lowe']
443|['drama']|1922|['King Vidor']|['Laurette Taylor', 'Mahlon Hamilton']
444|['swashbuckler']|1922|['Rex Ingram']|['Lewis Stone']
445|['western']|1922|['Nat Ross']|['Hoot Gibson']
446|['swashbuckler']|1922|['Allan Dwan']|['Douglas Fairbanks']
447|['unknown']|1922|['Cecil B. DeMille']|['Leatrice Joy', 'Conrad Nagel']
448|['melodrama']|1922|['Tom Forman']|['Lon Chaney', 'Marguerite De La Motte']
449|['unknown']|1922|['John S. Robertson']|['Mary Pickford']
450|['unknown']|1922|['Chester M. Franklin']|['Anna May Wong', 'Kenneth Harlan']
451|['drama']|1922|['Rex Ingram']|['Barbara La Marr', 'Ramon Novarro']
452|['romantic', 'comedy']|1922|['William A. Seiter']|['Doris May', 'Hallam Cooley']
453|['romance', 'drama']|1922|['Robert G. Vignola']|['Marion Davies', 'Forrest Stanley']
454|['drama']|1922|['Ivan Abramson']|['Virginia Pearson', 'Harry T. Morey']
455|['drama']|1922|['Fred Niblo']|['Anita Stewart', 'Darrell Foss']
456|['adventure']|1922|['Phil Rosen']|['Rudolph Valentino', 'Fanny Midgley']
457|['drama']|1923|['Fred Niblo']|['Matt Moore', 'Enid Bennett']
458|['drama']|1923|['Frank Lloyd']|['Norma Talmadge', 'Conway Tearle', 'Wallace Beery']
459|['comedy']|1923|['Buster Keaton']|['Buster Keaton']
460|['drama']|1923|['Frank Lloyd']|['Corinne Griffith', 'Conway Tearle']
461|['western']|1923|['Victor Fleming']|['Richard Dix', 'Lois Wilson']
462|['comedy', 'drama']|1923|['William Beaudine']|['Wesley Barry', "Spec O'Donnell", 'Bruce Guerin']
463|['melodrama']|1923|['Kenneth Webb']|['Mildred Harris', 'Charles Emmett Mack', 'Clara Bow']
464|['comedy']|1923|['F. Richard Jones']|['Mabel Normand']
465|['romance']|1923|['Rowland V. Lee']|['Bessie Love', 'Harold Goodwin']
466|['drama']|1923|['Wallace Worsley']|['Lon Chaney', 'Patsy Ruth Miller', 'Norman Kerry']
467|['drama']|1923|['Erich von Stroheim']|['Norman Kerry', 'Mary Philbin']
468|['comedy']|1923|['John G. Blystone', 'Buster Keaton']|['Buster Keaton']
469|['comedy']|1923|['Charles Chaplin']|['Charles Chaplin', 'Edna Purviance']
470|['comedy']|1923|['Fred C. Newmeyer', 'Sam Taylor']|['Harold Lloyd']
471|['adventure']|1923|['Rex Ingram']|['Ramón Novarro', 'Alice Terry', 'Lewis Stone']
472|['drama']|1923|['Lambert Hillyer']|['Lon Chaney', 'Virginia Valli']
473|['comedy']|1923|['F. Richard Jones']|['Ben Turpin']
474|['drama']|1923|['J. Gordon Edwards']|['Edmund Lowe', 'Béla Lugosi']
475|['drama']|1923|['Wesley Ruggles']|['Colleen Moore', 'Wheeler Oakman', 'Sam De Grasse']
476|['drama']|1923|['Rupert Hughes']|['Richard Dix', 'Eleanor Boardman']
477|['epic']|1923|['Cecil B. DeMille']|['Theodore Roberts']
478|['comedy']|1923|['Buster Keaton']|['Buster Keaton']
479|['drama']|1923|['Henry King']|['Lillian Gish', 'Ronald Colman']
480|['comedy']|1923|['Fred Newmeyer', 'Sam Taylor']|['Harold Lloyd']
481|['romance', 'drama']|1923|['Charles Chaplin']|['Edna Purviance']
482|['drama']|1924|['Wesley Ruggles']|['Beverly Bayne', 'Edith Roberts']
483|['historical']|1924|['D. W. Griffith']|['Carol Dempster', 'Neil Hamilton']
484|['romance']|1924|['Rex Ingram']|['Ramon Novarro', 'Alice Terry']
485|['historical']|1924|['Harry Beaumont']|['John Barrymore', 'Mary Astor']
486|['unknown']|1924|['Edward F. Cline']|['Baby Peggy', 'Hobart Bosworth', 'Irene Rich']
487|['drama']|1924|['Robert Z. Leonard']|['Mae Murray', 'James Kirkwood', 'Sr.', 'Tom Rickets']
488|['fantasy', 'drama']|1924|['Henry Otto']|['Ralph Lewis', 'Winifred Landis']
489|['romance']|1924|['John S. Robertson']|['Richard Barthelmess', 'May McAvoy']
490|['drama']|1924|['William A. Seiter']|['Baby Peggy', 'Gladys Hulette']
491|['drama']|1924|['Cecil B. DeMille']|['Vera Reynolds', 'Rod La Rocque']
492|['romantic', 'comedy']|1924|['Fred Newmeyer', 'Sam Taylor']|['Harold Lloyd', 'Jobyna Ralston']
493|['drama']|1924|['Erich von Stroheim']|['ZaSu Pitts', 'Gibson Gowland']
494|['drama']|1924|['Victor Sjöström']|['Lon Chaney', 'Norma Shearer', 'John Gilbert']
495|['comedy']|1924|['William A. Seiter']|['Baby Peggy', 'Edward Everett Horton', 'Clara Bow']
496|['romance']|1924|['Sidney Franklin']|['Constance Talmadge', 'Ronald Colman', 'Jean Hersholt']
497|['drama']|1924|['King Vidor']|['Aileen Pringle', 'John Gilbert']
498|['comedy']|1924|['Fred C. Newmeyer']|['Harold Lloyd', 'Jobyna Ralston']
499|['western']|1924|['John Ford']|["George O'Brien", 'Madge Bellamy']
500|['drama']|1924|['D. W. Griffith']|['Carol Dempster', 'Neil Hamilton']
501|['historical']|1924|['Walter Futter', 'E. Mason Hopper']|['Marion Davies', 'Holbrook Blinn', 'Tyrone Power', 'Sr.']
502|['comedy', 'drama']|1924|['William A. Seiter']|['Louise Fazenda', 'Harry Myers']
503|['unknown']|1924|['Edward F. Cline']|['Jackie Coogan']
504|['comedy']|1924|['Allan Dwan']|['Gloria Swanson', 'Tom Moore']
505|['drama']|1924|['Sidney Olcott']|['Rudolph Valentino', 'Bebe Daniels', 'Lois Wilson', 'Doris Kenyon']
506|['comedy']|1924|['Donald Crisp', 'Buster Keaton,']|['Buster Keaton', 'Kathryn McGuire']
507|['romance']|1924|['Clarence G. Badger']|['Laurette Taylor', 'Tom Moore']
508|['fantasy', 'family']|1924|['Herbert Brenon', 'Glen Castle']|['Betty Bronson', 'Ernest Torrence', 'Virginia Browne Faire']
509|['drama']|1924|['Fred Niblo']|['Ramon Novarro', 'Enid Bennett']
510|['drama']|1924|['Henry King']|['Lillian Gish', 'Dorothy Gish', 'William Powell']
511|['swashbuckler']|1924|['Frank Lloyd']|['Milton Sills']
512|['drama']|1924|['Frank Borzage']|['Norma Talmadge', "Eugene O'Brien"]
513|['comedy']|1924|['Buster Keaton']|['Buster Keaton', 'Kathryn McGuire']
514|['drama']|1924|['Clarence G. Badger']|['Barbara La Marr', 'Lew Cody', 'Mae Busch']
515|['swashbuckler']|1924|['Raoul Walsh']|['Douglas Fairbanks', 'Snitz Edwards', 'Charles Belcher', 'Julanne Johnston', 'Anna May Wong']
516|['romance', 'drama']|1924|['Alan Crosland']|['Conrad Nagel', 'Aileen Pringle']
517|['drama']|1924|['King Vidor']|['Virginia Valli', 'Frank Mayo']
518|['comedy', 'drama']|1924|['King Vidor']|['Eleanor Boardman']
519|['comedy']|1924|['James W. Horne']|['Douglas MacLean', 'Patsy Ruth Miller']
520|['adventure']|1925|['Victor Fleming']|['Tom Moore', 'Pauline Starke']
521|['epic']|1925|['Fred Niblo']|['Ramón Novarro', 'Francis X. Bushman', 'May McAvoy', 'Betty Bronson']
522|['war']|1925|['King Vidor']|['John Gilbert', 'Renée Adorée']
523|['drama']|1925|['Robert Z. Leonard']|['Conrad Nagel', 'Lewis Stone', 'Marguerite De La Motte']
524|['romance', 'drama']|1925|['Frank Borzage']|['Eleanor Boardman', 'Malcolm McGregor']
525|['drama']|1925|['Joseph Henabery']|['Rudolph Valentino', 'Nita Naldi']
526|['drama']|1925|['Victor Sjostrom']|['Alice Terry', 'Lewis Stone']
527|['romantic', 'comedy']|1925|['William A. Seiter']|['Laura La Plante', "Eugene O'Brien"]
528|['drama']|1925|['George Fitzmaurice']|['Ronald Colman', 'Vilma Bánky']
529|['swashbuckler']|1925|['Donald Crisp']|['Douglas Fairbanks']
530|['historical']|1925|['Clarence Brown']|['Rudolph Valentino']
531|['drama']|1925|['Henri Diamant-Berger']|['Hope Hampton', 'Lionel Barrymore', 'Louise Glaum']
532|['comedy']|1925|['Fred C. Newmeyer', 'Sam Taylor']|['Harold Lloyd']
533|['comedy', 'western']|1925|['Buster Keaton']|['Buster Keaton']
534|['comedy', 'adventure']|1925|['Charlie Chaplin']|['Charlie Chaplin']
535|['comedy']|1925|['Roy Del Ruth']|['Monte Blue', 'Patsy Ruth Miller']
536|['drama']|1925|['John Ford']|['Henry B. Walthall', 'Gertrude Astor']
537|['romantic', 'comedy']|1925|['Monta Bell']|['Bessie Love', 'Adolphe Menjou']
538|['fantasy']|1925|['Herbert Brenon']|['Betty Bronson', 'Tom Moore']
539|['drama']|1925|['Frank Borzage']|['Norma Talmadge', 'Wallace MacDonald']
540|['comedy']|1925|['Ernst Lubitsch']|['Ronald Colman', 'May McAvoy']
541|['drama']|1925|['William Beaudine']|['Mary Pickford', 'William Haines']
542|['fantasy', 'adventure']|1925|['Harry Hoyt']|['Bessie Love', 'Wallace Beery.']
543|['comedy', 'drama']|1925|['Frank Tuttle']|['Richard Dix', 'Esther Ralston']
544|['western']|1925|['John G. Blystone']|['Tom Mix', 'Billie Dove']
545|['drama']|1925|['William A. Seiter']|['May McAvoy', 'Jack Mulhall']
546|['drama']|1925|['Alfred E. Green']|['Thomas Meighan', 'Virginia Valli', 'Frank Morgan']
547|['unknown']|1925|['Erich von Stroheim']|['Mae Murray']
548|['unknown']|1925|['Wilfred Noy']|['Lila Lee']
549|['thriller']|1925|['Tod Browning']|['Aileen Pringle', 'Conway Tearle']
550|['drama']|1925|['Edward F. Cline']|['Jackie Coogan', 'Joan Crawford']
551|['horror']|1925|['Rupert Julian']|['Lon Chaney', 'Mary Philbin', 'Norman Kerry']
552|['dramatic', 'comedy']|1925|['Wesley Ruggles']|['Clara Bow', 'Gilbert Roland']
553|['comedy', 'drama']|1925|['Monta Bell']|['ZaSu Pitts', 'Conrad Nagel']
554|['comedy', 'drama']|1925|['King Vidor']|['Eleanor Boardman', "Pat O'Malley"]
555|['drama']|1925|['Edward F. Cline']|['Jackie Coogan', 'Max Davidson']
556|['romance']|1925|['Edmund Goulding']|['Constance Bennett', 'Joan Crawford']
557|['comedy']|1925|['D. W. Griffith']|['Carol Dempster', 'W. C. Fields']
558|['drama']|1925|['Josef von Sternberg']|['Georgia Hale', 'George K. Arthur']
559|['comedy']|1925|['Buster Keaton']|['Buster Keaton']
560|['crime', 'comedy']|1925|['Lewis Milestone']|['Marie Prevost', 'Clive Brook']
561|['drama']|1925|['Clarence Brown']|['Laura La Plante', 'Malcolm McGregor']
562|['comedy']|1925|['Allan Dwan']|['Gloria Swanson', 'Lawrence Gray']
563|['romantic', 'comedy', 'drama']|1925|['William A. Seiter']|['Laura La Plante', "Pat O'Malley", 'Hedda Hopper. Walter McGrail']
564|['drama']|1925|['Robert Z. Leonard']|['Mae Busch', 'Lew Cody']
565|['comedy']|1925|['Paul Sloane']|['Richard Dix', 'Frances Howard']
566|['drama']|1925|['Victor Sjostrom']|['Norma Shearer', 'Lon Chaney']
567|['western']|1925|['W.S. Van Dyke']|['Buck Jones', 'Nancy Deaver']
568|['western']|1925|['William S. Hart', 'King Baggot']|['William S. Hart']
569|['crime']|1925|['Tod Browning']|['Lon Chaney', 'Mae Busch']
570|['fantasy']|1925|['Larry Semon']|['Dorothy Dwan']
571|['horror']|1925|['George Chesebro', 'Bruce Mitchell']|['George Chesebro', 'Marguerite Clayton']
572|['adventure']|1926|['Roy Del Ruth']|['Monte Blue', 'Jane Winton', 'Myrna Loy']
573|['romantic', 'drama']|1926|['King Vidor']|['John Gilbert', 'Eleanor Boardman']
574|['mystery', 'thriller']|1926|['Roland West']|['Tullio Carminati', 'Charles Herzinger', 'Jewel Carmen', 'Louise Fazenda']
575|['comedy']|1926|['Buster Keaton']|['Buster Keaton', "Sally O'Neil"]
576|['swashbuckler']|1926|['Herbert Brenon']|['Ronald Colman', 'Neil Hamilton']
577|['crime', 'thriller']|1926|['James Young']|['Lionel Barrymore', 'Caroline Frances Cooke']
578|['comedy']|1926|['Charles Reisner']|['Sydney Chaplin', 'Doris Hill']
579|['comedy']|1926|['Sidney Franklin']|['Marion Davies', 'Antonio Moreno']
580|['swashbuckler']|1926|['Albert Parker']|['Douglas Fairbanks', 'Billie Dove']
581|['drama']|1926|['Tod Browning']|['Lon Chaney', 'Owen Moore']
582|['drama']|1926|['King Vidor']|['Lillian Gish', 'John Gilbert', 'Renée Adorée']
583|['drama']|1926|['Monta Bell']|['Marceline Day', 'John Harron']
584|['comedy', 'drama']|1926|['Lloyd Bacon']|['Patsy Ruth Miller', 'Louise Dresser', 'Douglas Fairbanks', 'Jr.']
585|['american', 'football']|1926|['Jack Conway']|['William Haines', 'Jack Pickford', 'Mary Brian']
586|['comedy']|1926|['James W. Horne']|['Rod La Rocque', 'Mildred Harris', 'Snitz Edwards']
587|['comedy']|1926|['Robert Z. Leonard']|['Conrad Nagel', 'Claire Windsor', 'Hedda Hopper']
588|['adventure']|1926|['Alan Crosland']|['John Barrymore', 'Mary Astor', 'Warner Oland', 'Estelle Taylor']
